rank,address,display_name,account_value,pnl_day,roi_day,vlm_day,pnl_week,roi_week,vlm_week,pnl_month,roi_month,vlm_month,pnl_allTime,roi_allTime,vlm_allTime
419,0xe2e4f2a725e42d0f0ef6291f46c430f963482001,,2780593.35,195771.494747,0.075739,0.0,224235.367329,0.087717,0.0,224235.600604,0.087717,0.0,224235.600604,0.087717,0.0
420,0xe79d69fd1ed52dd14d7f55155259519ea20d0534,,949080.3,2056.269001,0.002171,142527.95,2038.463362,0.145816,142527.95,223776.427982,0.619828,3785842.93,293265.87844,0.183596,47168017.89
421,0xfe4dec8543b0b9cec0c897a689f7af7bddb02192,,305937.06,67977.044046,0.429812,2145774.94,18254.534119,0.080856,4319211.29,223663.142125,4.072619,29884301.34,819457.052125,8194.570521,36482063.02
422,0x9fc80128cbd8611f2b2f28a8338ea0a8b537cdb3,,1349205.87,80477.063788,0.063431,0.0,82605.126733,0.065218,0.0,223650.973476,0.198703,0.0,223650.973476,0.198703,0.0
423,0x6ab3af472fd676fdde0a13f6736b0ac64356bb06,,4899769.77,17541.719027,0.003593,3975658.33,34962.703877,0.007186,13107359.02,223396.913849,0.040776,46452733.39,3740507.460327,0.509433,4127941546.470002
424,0xe6c7b3e0d89dd56a0677bc23a023bd47d39fb921,,775.84,53.598513,0.074211,0.0,-255.355436,-0.002103,8807.43,220403.361854,0.220233,4328023.34,60023.874419,0.041088,10385568.21
425,0x96a7923964dbfc5010079619e8af33ce240f79df,,2219440.19,225902.480434,0.401152,195109.09,491933.326608,0.947593,846814.26,220080.616819,0.278233,8830216.99,1362356.503517,1.625754,42573325.04
426,0x427070e33d630b0476bedba5d53db224913eb946,,852337.13,37979.462605,0.046637,1640253.26,166660.595564,0.24306,3938443.28,219494.916976,0.474495,46498374.17,808506.847241,3.103417,189572141.43
427,0xb86dad6ceedd625cb860e6762516f9647f2ef2f3,,2389965.63,-362497.533074,-0.131699,0.0,-362098.350274,-0.131573,0.0,218646.109415,0.178981,0.0,-3508585.306322,-0.594822,11942653.23
428,0xf74deefc2d993bf56f54ad2a7c0c42bf3f6c2982,,951592.83,73348.906201,0.08348,2977365.48,213522.332969,0.232539,4324802.21,218435.247089,0.151714,17059563.85,770069.568345,0.599004,322272471.5
429,0xe6be29062571bec454a8f15e74af12224e1c2a06,,1297746.29,91438.069373,0.0758,0.0,81246.505239,0.066787,0.0,218094.896728,0.202005,0.0,218094.896728,0.202005,0.0
430,0x03b9a189e2480d1e4c3007080b29f362282130fa,,62439526.53,3873537.750853,0.064666,2349038.53,4615057.784024,0.078008,6907430.82,217255.969466,0.003282,62670472.41,72852095.764323,13.619146,60761184537.66998
431,0x80f0cd23da5bf3a0101110cfd0f89c8a69a1384d,,5088102.96,320717.220044,0.067273,0.0,385942.369705,0.082078,0.0,217137.020725,0.044578,0.0,4822242.961052,18.138279,0.0
432,0xd73ccad927132be4237ab8bd705eebdf70a694fc,,1189793.29,-334635.140928,-0.219515,262082.31,216845.434687,0.222875,4518805.73,216845.418377,0.222875,4518805.73,-18083.873444,-0.010464,28630153.6
433,0xd7b8209d95d4c05faaa505671211058d51529f55,,556852.05,-78002.79707,-0.122867,3964841.75,-45250.494403,-0.075154,15297847.64,216216.980375,0.943829,53999161.75,408147.467749,2.662272,3212672259.36
434,0xc3610d02548cdb1a30ede87c5dc0d2ffe5b9b99f,,1204683.54,-188194.981581,-0.233565,6148.4,-256880.045419,-0.293766,6148.4,215926.747723,0.535231,466795.14,-920791.989755,-0.59786,17397581.04
435,0x9e2cbb5d800181c1ef21b25010dc4ea80eeb5508,,2934246.42,238012.479327,0.08498,12216123.0,483186.804384,0.11544,31472877.68,212807.717583,0.183842,198577614.19,5793176.931931,1.911566,822407390.63
436,0xb0fbfefc6c325964d0ffc3f909bdda80b8421326,,1459159.99,-34660.477604,-0.023203,307103.29,-73943.847856,-0.048231,4700742.41,212614.903427,0.131818,9944042.07,5714743.383434,6.190513,357211563.33
437,0xd733e6e0ffa461902ff3c63556b31fd41233d525,,883861.43,-5431.046777,-0.005721,0.0,35828.023884,0.039457,273081.11,211367.429377,0.253927,530761.04,474614.013845,0.857326,6359312.55
438,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,,579698.4,-100541.666555,-0.147803,0.0,-219077.921611,-0.274267,0.0,211144.89561,0.370274,0.0,2158818.205731,2.72682,9860853.92
439,0x0a26016918a1ad8e57b899ea9484ce0ac87d5255,,35949.52,-18075.432557,-0.334576,0.0,-60757.503188,-0.22875,611878.32,210789.647255,3.120042,2140268.04,228985.141834,1.368711,53697980.27
440,0xe0bf8c96795d2df0b61b3b17e7cfd7d3ba13d4be,,568919.52,50211.816603,0.097646,0.0,175778.128578,0.452274,0.0,209146.770477,0.58133,12087851.24,104094.231595,0.226126,116879699.99
441,0x31091bba80d143acdef6783008c0c3320b69f534,,2371941.41,164936.27144,0.074733,0.0,199662.124131,0.091914,0.0,208960.103224,0.096607,0.0,208960.103224,0.096607,0.0
442,0x1700acdd94010de35087b45b601d0e1b90c2697f,,1331874.31,82060.758309,0.065658,7765811.19,55269.889536,0.043294,24648840.45,208565.252551,0.18567,129100509.69,-641916.65334,-0.32522,1219185241.43
443,0x2057d4f2b6ea957b63371980775b0a5505a438f0,,2463213.67,293696.794046,0.127136,88163.53,370930.270255,0.150452,977181.94,208328.978276,0.214307,17717350.92,1120405.677249,0.364288,192017829.09
444,0x20bc9cd229dfd681740834d9b4f55641ce435da3,,253084.6,53084.338056,0.265421,14790718.55,206944.286993,2.068629,80232501.31,206917.598056,2.067811,80233131.23,206917.598056,2.067811,80233131.23
445,0x9751cec58be43e0e27d57ba49ac3d68ec269a97e,,5986863.06,-27345.797881,-0.004547,83999.31,339935.025007,0.060198,1022936.57,206697.476872,0.03576,20720034.1,206697.476872,0.03576,20720034.1
446,0x4b5007ae7a52decad11a172f2e5d419acf5ea575,,2446823.61,156612.651755,0.068384,0.0,158613.365696,0.069318,0.0,206553.499089,0.0922,0.0,206553.499089,0.0922,0.0
447,0x7176cec39ec2c66d545f85c90a217a9cb131dd3e,,2513158.8,286679.474627,0.128759,0.0,318942.897485,0.145356,0.0,206304.930069,0.089431,892558.44,1270158.802872,1.021849,1609940.4
448,0xdf86c7c9069e9bd5bac9d97e21f9aa10f728fb86,,610407.32,9594.995853,0.01597,0.0,-46496.150043,-0.04859,21000302.71,206106.607906,0.29264,83169784.45,685753.102775,1.00014,521351651.72
449,0x92bbd8110393350dda7e9c32089e95af071a9b6f,,6963.95,430.009549,0.065812,0.0,606.669714,0.095429,0.0,205559.033956,0.327156,6080131.62,4974760.473964,1.959242,99420561.22
450,0xf3eb9dc9626800f5c2157a14adfaba2177e1f7b5,,705779.53,-36442.160683,-0.090631,0.0,-26245.319697,-0.066061,100398.84,205218.890716,0.193482,3609378.41,1450879.779404,2.087597,25808549.93
451,0x577ae91c7b74f04ddb3a5b399ded8318e9895fd2,,165.8,0.027519,0.000166,0.0,0.032631,0.000197,0.0,204987.307506,0.013696,86157373.71,11049646.16,2.680516,240329048.85
452,0x0cc7cedb0935ceab0b4a6b38ee7dcfd403b19a7b,,1417327.58,-124595.692379,-0.080805,1087275.85,467340.179175,0.486819,3305948.4,204885.709905,0.165611,48073988.18,-1759073.86308,-0.54952,126303261.49
453,0x8f78cb4c11dd66b99b2172b4c1ae05843bde87e7,,367623.22,64165.051572,0.211446,715269.62,204544.297211,1.254266,2270413.54,204544.299211,1.254266,2270413.54,204630.399211,1.255457,4071112.67
454,0x9db81630393e5cdb66b4e959c556b089c2005c80,,549870.5,-21568.681048,-0.037744,0.0,-51367.764671,-0.085437,0.0,204492.93937,0.216308,0.0,249890.567498,0.178496,2452935.83
455,0x598945346525e8cdcf6a8d441eb2c88bb36199b8,,372692.79,80482.073924,0.275425,463017.26,183115.865559,0.965919,28688629.4,204301.824883,1.213259,64616387.68,366158.45643,9.439964,389156670.48
456,0xdb095d5a4f412fc6b14e6204c1db78bd14becbc1,,9279406.57,20793.006174,0.002246,1913506.13,48555.568898,0.00526,6670314.95,203623.316072,0.022382,9869431.73,866851.831709,0.102775,88115986.73
457,0x0134c6a820166dabbd5b6d582858af1fa9956c03,,2503394.14,287962.075564,0.12998,0.0,344915.289659,0.159796,0.0,203031.462825,0.088261,892221.94,1271606.642892,1.032326,1608209.29
458,0x4112f219d4f9ea0890b5eb9b915b15521363fddf,,280958.05,580.766099,0.001758,781880.5,-11367.584917,-0.033207,2998777.93,202266.874018,0.722787,11059414.63,397115.923817,2.725734,106943389.22
459,0x5ac99df645f3414876c816caa18b2d234024b487,,4974558.88,305466.195086,0.065423,0.0,395558.405927,0.086385,0.0,202223.201748,0.042374,0.0,4708626.418132,17.706099,0.0
460,0x6fc0af3756c7300943019e7349bcfcb80e76966c,,1431846.54,-217326.059526,-0.11752,1407143.43,107404.765032,0.070451,4192577.54,201774.087576,0.141084,14742572.25,41588.650744,0.02615,19211546.38
461,0x51651b81c895e654e5402a3fc371e3b60b0dfb1e,,442108.28,8942.921467,0.09811,4591088.83,60425.945622,0.1583,13111120.44,201476.735904,0.988582,77992566.48,380317.911626,4.482483,802184440.83
462,0x321f13fa322c8c446eb0c50f54d0af8cca859714,,2533940.94,292786.150626,0.130641,0.0,350643.74329,0.160603,0.0,201369.677948,0.086329,891826.51,1301553.438328,1.056124,1645478.88
463,0x38042d713af713f0275b00640a83654db91ea543,,678594.07,77252.304192,0.128467,0.0,156996.191688,0.300991,1804736.49,200470.890783,0.419287,6270456.12,241016.940377,0.550799,39804116.54
464,0x14e2ad432297508f8ef3b26d7e99e81d64d05b57,,420113.3,4362.466609,0.010493,254728.06,122575.548563,0.41617,937673.8,200392.456039,0.929717,4203396.38,104931.329208,0.337397,24490905.53
465,0x75865ffa59ae4e083c501ab087f9bf7a3bda05ac,,1202373.73,71718.859898,0.063431,0.0,73615.328793,0.065218,0.0,199683.215604,0.199147,0.0,199683.215604,0.199147,0.0
466,0x61a18d9f7209976784ccb95ba79e88aa8512b540,,2292266.04,179629.328438,0.085026,0.0,218611.598544,0.105423,0.0,199533.417059,0.095346,0.0,199533.417059,0.095346,0.0
467,0xd852e3a7a2abca6aecd0fa39147851ae96eba5d7,,4328934.3,219061.216993,0.053297,1597784.55,232826.892612,0.056837,13691410.81,199444.514819,0.04228,84245707.35,3212452.257621,0.26467,913171630.84
468,0x548568d31ccdcd835d4b31b0fff244c9728f08a0,,613506.34,25673.713983,0.033437,275701.07,152322.283442,0.237564,2633370.73,199003.523664,0.256944,56601588.98,-665585.199446,-0.406179,83910146.55
469,0xa87a233e8a7d8951ff790a2e39738086cb5f71b7,,21684864.69,152106.550464,0.007064,0.0,-120899.680099,-0.005544,39172.57,198883.867051,0.076483,81320.57,40655613.693529,1.289705,162904210.55
470,0x3dd462347e7b42b5a3ea15132b677a4978af7a81,,407254.5,-39828.820871,-0.286448,74052.77,-54871.838502,-0.118738,818945.09,198615.361834,0.38668,4136767.88,506930.691846,1.42666,10979943.36
471,0x49cc51be313f02030e02a51540096a725575a767,,1725899.96,119727.280462,0.074542,0.0,134714.514822,0.084663,0.0,198470.922024,0.129938,0.0,198470.922024,0.129938,0.0
472,0x07850332440f2ba1dccb3dfaa709ce3511a1223e,,2291151.38,151400.560942,0.070756,0.0,180157.640667,0.085343,0.0,197443.781201,0.094303,0.0,197443.781201,0.094303,0.0
473,0x6a572bb9d31ff710f882f33c21d8ba11a169a887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197095.44,0.662534,5190615.69,1172960.09,13.446859,984450509.18
474,0x0526345bf8e09eb32256008c2844c8949ee3bb9a,,211782.75,1196.426395,0.005671,605927.47,17807.513471,0.07287,10929314.65,196872.012043,3.01439,140910975.8,261582.745302,389.962202,315530896.27
475,0x321629f449e6dade5c365cd7b430d6d8168e106b,,1069639.21,-12648.867021,-0.011687,2477921.67,-21285.518438,-0.019511,6601559.07,196794.057783,0.192399,55154732.71,275690.435376,0.254222,106711174.38
476,0xb947763b6e64b4441b02562a63fda94f6b805162,,602887.27,-18287.865917,-0.029436,0.0,-34242.234588,-0.053736,308823.79,196218.689073,0.989131,4185898.04,483038.195394,3.570989,27097912.18
477,0x9031a11765816d5f57fdfd7f0ce4b8f375a0bacc,,180627.78,825.901488,0.004593,0.0,8980.115179,0.052317,0.0,195024.882223,0.685253,7146330.65,171175.374304,0.554955,17823381.61
478,0xaa8253fb249498d0b6c31106539aaea0c76b9556,,3052054.54,236111.016828,0.083845,0.0,319162.930139,0.116782,0.0,193750.714509,0.178043,15720290.77,223189.835959,0.078895,94498270.96
479,0x5a1df0f792d811eb2ab2fd1a58882d05635dd801,,12563861.85,872943.293237,0.074668,0.0,1052741.922266,0.091454,0.0,193643.311292,0.015654,0.0,193643.311292,0.015654,0.0
480,0xc7f94fb3b3ba614b9b2bf80697ab5a31917005a2,,999576.54,-102215.259344,-0.092772,0.0,-15562.091669,-0.004787,0.0,193358.633175,0.138323,2842580.87,4493427.798467,0.887483,233410569.05
481,0x4321bfc3b43d538bc2b6dfbcf22a367719aea936,,1149455.29,425.798984,0.000371,0.0,461.145323,0.000401,0.0,193338.61,0.286796,63003170.78,-3234516.781001,-0.737674,194309662.54
482,0xeafeb427766b867ce019333936285a5a9febd739,,659283.46,9911.227109,0.015263,301489.09,16862.46549,0.026248,1803490.83,193317.046947,0.846491,4375229.5,-48168.314433,-0.098877,19024639.35
483,0xcc221419e754b43b2b5a9482909d8892ef70c838,,1038930.1,-27241.202,-0.02555,0.0,-51092.40686,-0.046873,0.0,193117.045539,0.228321,0.0,1494815.657523,2.747213,124695111.79
484,0xa0a1a22538ca412d9e66588676ace18e231971dd,,2285626.73,146295.001338,0.068384,0.0,148163.908131,0.069318,0.0,192879.290359,0.092166,0.0,192879.290359,0.092166,0.0
485,0xb7e0b9fbc9479330d70bcc82a7d4325a20e8d1aa,,607111.77,98092.92288,0.224756,500097.2,324365.706916,1.147198,10802449.5,192583.823741,0.464586,67191105.41,-51812.558424,-0.078632,166174108.13
486,0x4807c793076f87a75d328a9310d743f650b94276,,0.54,0.032186,0.000322,0.0,-0.01,-0.0001,699799.41,191922.731398,0.104667,7710243.08,400851.700106,0.239259,31193856.29
487,0x16b926fa9ff63502c0c7d28ce46889835184fce7,,1719342.36,110041.228292,0.068378,0.0,111393.879661,0.069277,0.0,191913.322789,0.125645,0.0,191913.322789,0.125645,0.0
488,0xb36147aa91470d1f63743d3c85a7de79148a0aa0,,264684.88,31923.988176,0.137154,495139.05,70757.136016,0.364863,8234920.44,190848.148733,0.990734,39970101.8,-1763.882346,-0.003212,135145905.85
489,0xac6da909f2132e680aa4998263da00f519c1946b,pahlavi,779958.49,18458.893894,0.02424,1157221.03,141844.832999,0.222288,4601970.83,190551.385832,0.309134,47898883.3,154384.173196,0.129199,103075376.47
490,0x7caa2510a661f65e5b1dd9ea180d6447f055948a,,1113373.12,68748.00435,0.065811,0.0,74458.633085,0.07167,0.0,190110.044145,0.205911,0.0,190110.044145,0.205911,0.0
491,0x78034797c6b01cb444059414db8a3d48b20df6eb,,127.94,14623.657947,0.005491,2345611.9,38240.276561,0.014488,5803703.31,190009.631716,0.070827,12264890.37,2128059.546293,1.914884,62553032.09
492,0xbd1b3513bb0ce1529242cfb28926618809592362,,476499.03,-41656.715882,-0.080394,75241.76,38072.898782,0.074205,1349009.01,189254.54765,0.728462,8762736.17,204118.949089,0.516711,68517499.74
493,0x6fc072c0dcc630f23b29f7c42a5c7c739584ebf5,,3540770.62,36365.491737,0.010377,8208955.27,189248.960977,0.056467,14129255.1,189248.960977,0.056467,14129255.1,163479.219232,0.048405,25225015.83
494,0x782e432267376f377585fc78092d998f8442ab83,,600302.97,3365.376049,0.005637,83561.62,3024.118282,0.005062,446916.72,189220.931897,0.530448,4499142.41,4454218.875744,4.69797,48096289.16
495,0x064e89061ce80cb1b41a2d2963d48d2e8cabde4a,,223225.34,14025.191652,0.037756,319235.78,-12345.096481,-0.031031,6481343.3,188158.52392,0.612232,72017627.38,-22614.896902,-0.017248,1606957425.68
496,0x7ea90af38397575a372e36bdc0f5970fb512fc7f,,5163860.35,252175.117499,0.051342,0.0,248509.995738,0.050558,5752810.57,187496.547457,0.205446,7036203.24,-3674415.436545,-0.521531,800474421.15
497,0x56cd86d6ef24a3f51ce6992b7f1db751b0a0276a,,2652354.51,-82869.486186,-0.030297,0.0,128000.938514,0.050706,0.0,187246.384481,0.874436,162096.96,8801577.59518,2.837306,76924705.1
498,0x7177edd4e52e01f5f78093a8834529c31424c621,,1386135.25,-14354.660565,-0.015128,265320.02,-40703.526612,-0.028527,1692280.76,186887.926628,0.155838,4185677.69,376529.700254,0.372947,13560979.01
499,0x9abb9d9c10d1512148e9e0074547f0e6785c84d8,,1008406.15,23.838028,2.4e-05,0.0,-63240.437541,-0.176134,5022354.98,186674.319026,0.501965,44538158.45,504982.529367,0.296365,76869652.01
500,0x107a3e62969957f4c0be0340f457f1298acfe78e,,284266.03,-26465.776759,-0.085172,1065013.07,-4502.50918,-0.015592,4125960.19,186334.088637,0.748207,49247577.6,229642.165115,1.112427,107390518.9
501,0x36cc6ef64c86474e2acae9b1579739c16c7268a1,,2299375.69,138330.28941,0.064011,0.0,162922.527812,0.076258,0.0,186012.556005,0.088017,0.0,186012.556005,0.088017,0.0
502,0xda0be2134fd4e65a4d237e8f390863c4be268829,,1712784.76,103033.131835,0.064006,0.0,121299.08322,0.076218,0.0,185355.723555,0.121351,0.0,185355.723555,0.121351,0.0
503,0x6b08bbb2daf57d390538d73542f50d5f735ca420,,0.0,0.0,0.0,0.0,-15711.972476,-0.010236,31796949.3,184560.070919,0.13828,258708044.4,1358607.000368,2.30663,701476727.38
504,0x877129026b8cb3ff1ed6c44c4a968bb92d67a302,,246536.73,106328.245155,0.559009,5542286.95,124003.343589,0.718721,12496736.25,184408.741945,1.078938,17542515.34,185586.27355,1.09336,17790079.21
505,0xc5ed4501500fcbfb2b88fb7f0aa52f834ed44346,,760256.57,9861.73336,0.013134,36148927.47,17919.904033,0.024125,267742944.08,183740.066739,0.279493,1954539369.27,3601706.357429,1.486259,20536477195.96
506,0x3a122449de235a40481689442271c0731b805d69,,1174475.21,60380.451129,0.054197,0.0,54091.55911,0.048279,2292814.45,183625.322436,2.21037,3916551.34,1475339.337226,1.476615,262906990.43
507,0xfc37faf026597474691dca71ed9dcae1a6633b84,,385469.57,4937.656531,0.016493,6551561.89,42308.157395,0.123289,39864707.62,183606.526097,1.668794,103105732.7,183606.526097,1.531679,103105732.7
508,0x66778547fc5b3e2b2e9cecb943f560d49efb171c,,504198.54,1.234657,2e-06,0.0,50620.736197,0.111579,12992530.71,182913.73212,0.366182,72185926.3,297471.65622,0.502412,117494451.38
509,0x0e41eb80e9a39ae7b887a94f6a88f6c791e26359,,5992919.32,563284.482222,0.103741,0.0,509274.827017,0.09287,0.0,182497.721205,0.813589,1181975.63,5808690.623747,0.34951,127422574.23
510,0xc84b3f4b3fa29d38e60b318e5d8a84802ef7cbeb,,833498.81,-39073.194483,-0.044779,1122242.89,-63853.83683,-0.071158,1689337.09,182160.237386,0.579401,12925123.22,234468.807605,0.391414,17624463.31
511,0xee8eaf4bcd2342342bf3b1405325c8a5649c0dd8,,2250583.57,135394.959062,0.064011,0.0,159465.356991,0.076258,0.0,182098.262153,0.088035,0.0,182098.262153,0.088035,0.0
512,0x3e6805e8694bb2b717a828c1bfa32df5d6580cc9,,692137.04,27972.412121,0.04211,0.0,-46457.906938,-0.062892,125179.9,181775.065137,0.21628,4322342.69,847816.374894,0.730508,21032761.7
513,0x95da8596c44dd09f4b8becce87ad3b7894fb2328,,1107955.52,27166.84403,0.025136,1929346.34,76774.239786,0.169771,10929099.18,181728.32275,0.179531,28816435.26,312763.348114,0.345135,51784194.87
514,0x77fd1ed264efad567c1bcb955874c6ef41e7a78c,,1058841.14,65380.790603,0.065811,0.0,70811.718019,0.07167,0.0,180798.627012,0.205911,0.0,180798.627012,0.205911,0.0
515,0xe31501c472d557bfa145ce105d325fb2dd4cb867,,552004.16,-17075.45312,-0.030005,12395951.21,2328.384689,0.004236,95428455.35,180589.852796,0.486222,275931503.32,302004.164977,1.208017,446715661.46
516,0xdbcc96bcada067864902aad14e029fe7c422f147,,3585024.13,70967.555787,0.020195,793079.83,180457.90849,0.053005,7482861.13,180457.90849,0.053005,7482861.13,1957631.705839,0.196591,285880113.31
517,0x2cef0a7f84e722c77b271862da5fe2387028fa20,,718370.45,22001.099846,0.031589,5439786.98,-41103.596805,-0.053972,35696343.66,180272.1491,0.332484,84613757.6,568607.193759,3.422762,359656876.87
518,0x0f445d33b534608d75d4e0c9da9f2162b63319d0,,1707653.82,105435.500536,0.065806,0.0,114141.56361,0.071629,0.0,180224.777589,0.117992,0.0,180224.777589,0.117992,0.0
519,0x052f43d5abfb51b2b7ff49b9a0ebb125b808d4ce,,1707653.82,105435.500536,0.065806,0.0,114141.56361,0.071629,0.0,180074.787589,0.117882,0.0,180074.787589,0.117882,0.0
520,0x633fe8fa1940888c7e81f1af57116c77b2fe1bda,,669389.66,-38168.666531,-0.053944,0.0,-45761.282253,-0.063988,0.0,179620.055608,0.366744,1092083.59,118138.440817,0.21431,6523939.27
521,0x6041f881358c71d64bc9253c9ba0391df69f7d98,,1798728.28,9548.584095,0.005337,0.0,-15769.421785,-0.008691,372458.11,179557.796208,0.30181,10476643.26,1831164.321765,15.352583,594626756.69
522,0xc94285029b3a5efaad09fe55e36320e6fbf82bf6,,1104304.05,0.0,0.0,0.0,0.0,0.0,0.0,178530.219637,0.192823,2163341.6,226442.78,0.372279,32971077.84
523,0x5928eeea04b3e5708fe2e7c54209b5758fa17d4b,,2379392.56,167649.920574,0.0758,0.0,148963.88609,0.066787,0.0,178468.069207,0.081088,0.0,178468.069207,0.081088,0.0
524,0x82063340e28d0e4327a152563eda08094df98663,,239938.1,-4455.011466,-0.019124,920860.07,8242.28068,0.025229,3568944.94,177726.413975,0.453122,18377671.02,147866.964539,0.333048,30412915.8
525,0xebcda26432c1e2a46898d9920759438f86c8fcf4,,591043.49,-19531.00131,-0.031988,294603.72,-25306.66449,-0.030619,1134855.32,176839.799123,0.222481,3687108.23,637294.005953,0.584426,11718373.26
526,0x3cb50e608866225a8804d1b61efb6507c56c6617,,2253684.35,139159.369059,0.065811,0.0,150718.795393,0.07167,0.0,176125.459792,0.084775,0.0,176125.459792,0.084775,0.0
527,0x4334ff1dd9fa46667b718a6f8a489c3d0079b44b,,255111.3,21172.730747,0.090428,0.0,25056.745529,0.02505,2051685.07,176062.9686,0.148855,16980520.73,-714665.832534,-0.225453,1627050372.85
528,0x0ec315491f9b05d9b9cdb0b060553671fcdec1f1,,119360.91,-3846.723131,-0.031221,0.0,-3094.188861,-0.009909,829521.14,175129.338109,0.725173,7291655.57,175129.338109,0.725173,7291655.57
529,0x933089b27dd17c12d18c317f56d10057b36b8aee,,2245103.02,138629.493133,0.065811,0.0,150144.904739,0.07167,0.0,175093.405402,0.084586,0.0,175093.405402,0.084586,0.0
530,0x5875d72130981b18692a3d29545e4038f7eb0c38,,381181.97,86678.513341,0.294321,20824249.04,-1077761.558629,-0.738727,68076903.4,175040.344861,0.284091,433128429.34,-291614.648067,-0.131794,651151290.5
531,0x7a367f72779370bedeef4784ba885d3188b78886,,342983.02,-2270.623289,-0.006577,572822.53,12657.460146,0.038318,758019.71,174888.341416,1.040419,1452258.25,-69608.05375,-0.096083,5669865.79
532,0x4603444ec777fc3e783d157bc871f6bc04baf161,,594689.52,5465.710609,0.009276,1475639.83,-1743.486878,-0.002923,10679081.08,174462.046547,0.413194,21071398.49,198679.923124,0.440523,34264972.96
533,0x765aaf8e6caf899a492cf6adec0adb131563a3c3,,1701822.06,119901.145078,0.075795,0.0,106483.38729,0.066747,0.0,174393.019492,0.114174,0.0,174393.019492,0.114174,0.0
534,0x437478566069f454e6c0ac38350b5e09ce15fced,,1701922.18,111041.371893,0.069799,0.0,133679.524155,0.085242,0.0,173918.155511,0.11382,0.0,173918.155511,0.11382,0.0
535,0x16b02c23253b8cb9bfc37c44361feafa25f4ca73,,2308895.69,162682.772771,0.0758,0.0,144550.369895,0.066787,0.0,173180.40001,0.081088,0.0,173180.40001,0.081088,0.0
536,0xfd97600ac44b3c4e20ac1a5f23e3b18d10fa5912,,3538606.35,-7305.430084,-0.00206,1016440.97,2099.17271,0.000594,1649199.07,173155.489044,0.321898,22759762.17,4147674.950968,2.547899,203887916.44
537,0x266b5569ed3017e74dd48059c6db804e016eefcb,,1080297.44,165112.322382,0.180394,35836.58,302793.965305,0.311968,3863321.35,173127.844773,0.120989,14895277.45,1290685.102215,1.287925,212559729.28
538,0x8bcf7a888c66f635ac4a2caf42a8dd12a3b20b14,,4761495.3,39206.729446,0.008302,1667964.24,55942.226778,0.011404,3427145.18,172595.625124,0.11273,34054221.37,5143817.494015,14.216523,452416509.09
539,0x18cd4597e06b7fe0a8cd33dda499121b3a145a8b,,2005377.09,85061.429775,0.044296,237601.59,106776.216418,0.054796,692667.73,172584.091463,0.091664,15885417.76,1082885.302791,0.587091,53930507.97
540,0x8fbb1aad00013c4e32bb033337b7cb792ab2fc4e,,1669519.42,24488.150027,0.014886,420000.0,46860.18548,0.028879,420000.0,172455.659593,0.115196,11159075.45,201775.197661,0.137473,13351915.1
541,0x14246f4bbafb87ccebac17609054c6a188ed8cfd,,626972.55,0.0,0.0,0.0,-39694.619337,-0.059542,1939265.95,172318.35,0.32029,15024579.56,419800.54,0.697074,22807060.96
542,0xd8d0358919a944d4efa98713795d49b030e43ef9,,1966070.92,0.0,0.0,0.0,0.0,0.0,0.0,171961.830067,0.129568,1609156.39,306698.35,0.068155,136947361.76
543,0x6fadc31ce2fd163b1aeecbd43ef1293e5150430d,,1722984.13,121309.070866,0.075739,0.0,107269.959677,0.066392,0.0,171670.121445,0.110661,0.0,171670.121445,0.110661,0.0
544,0x4b563051258ade30122940b80f575363baa4445b,,651582.54,16888.398295,0.313085,0.0,28531.899059,0.045794,3766662.52,171630.701024,0.3576,29626829.02,366948.356556,1.289193,71912521.31
545,0xf5a523b171032c060d49c39fbf2e9bec473e1286,,3271919.1,45.350501,1.4e-05,0.0,10.616994,3e-06,260594.52,170537.088342,0.054998,20058462.47,2101824.850391,1.015328,451672399.59
546,0x8ecec0c9367490d2044aaff4030ad0becc33218b,LYON,476001.23,36458.703111,0.082947,209632.76,137015.109485,0.386518,535276.6,170344.150246,0.524116,8584521.07,517559.668829,2.330895,50207334.32
547,0xcac1f1c3e4599e044dc2a9d38a9b6ef1af1bdae8,,780626.69,-66097.248608,-0.078062,0.0,-74207.502999,-0.086809,0.0,170158.460741,0.370849,4646078.94,7964377.825727,11.099444,636408745.66
548,0x0d2805a0ecf22f1a7fbe61cb79c975570165d5e1,,1697267.46,101230.327072,0.063426,0.0,103854.645908,0.065177,0.0,169837.81954,0.111192,0.0,169837.81954,0.111192,0.0
549,0x9c3c0be3f3c5f56458f51fa7fbb4bacf2084e56f,,176418.79,0.0,0.0,0.0,0.0,0.0,0.0,169783.7,1.529817,34481085.61,655202.890457,0.667333,403142237.68
550,0xba67690d19571752e0f845acd48b3349131b723b,,145300.03,-38349.360496,-0.208818,325221.73,126793.781055,0.580275,12161718.34,169718.840098,0.985095,26435676.28,189152.723285,1.237483,37282845.58
551,0x4ccffbc75f38bc534cf2ab99a749266a148a4f04,,592165.35,-40840.834056,-0.064519,6991061.72,50244.105682,0.092715,19330151.95,169191.964558,0.454194,24301429.14,277094.044688,0.879465,111695938.04
552,0x2ec32326e420abe736a4ac74bdc95580219a8469,,1402129.41,0.00558,0.0,0.0,264484.95042,0.232485,3478969.25,168287.243399,0.136393,24011434.07,202129.54474,0.168441,30486695.13
