code,name,bucket,sector,group,surge_ratio,zscore,recent_turnover_yen,baseline_median_yen,share_recent_pct,share_base_pct,share_delta_pp,last_close,pct_window
2229.T,カルビー,core,食料品,食料品,1.292,0.11,51992800,40257175,0.007,0.007,+0.001,2996.0,-2.03
8056.T,ＢＩＰＲＯＧＹ,core,情報・通信業,情報・通信業,1.289,0.25,100416800,77893900,0.014,0.012,+0.002,4666.0,-0.32
1332.T,ニッスイ,leader,水産・農林業,水産・農林業,1.285,0.32,109747300,85397175,0.016,0.013,+0.003,1264.5,-3.51
4666.T,パーク２４,core,不動産業,不動産業,1.281,0.28,105637250,82479825,0.015,0.013,+0.002,1995.5,-1.75
8136.T,サンリオ,core,卸売業,卸売業,1.275,0.06,2154639100,1689287450,0.310,0.285,+0.025,1202.5,+4.11
4665.T,ダスキン,core,サービス業,サービス業,1.275,0.00,27579800,21628150,0.004,0.004,+0.000,4514.0,+1.85
6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,core,電気機器,電気機器,1.275,0.35,8155606700,6398334100,1.173,0.964,+0.209,8670.0,-12.34
4503.T,アステラス製薬,leader,医薬品,医薬品,1.274,0.11,648912450,509288725,0.093,0.084,+0.009,2129.0,-2.23
8604.T,野村ホールディングス,leader,証券、商品先物取引業,証券、商品先物取引業,1.270,0.03,1054936750,830800750,0.152,0.142,+0.010,1509.5,-1.11
7729.T,東京精密,core,精密機器,半導体,1.269,0.37,739862500,582965250,0.106,0.086,+0.020,16845.0,-3.77
6920.T,レーザーテック,hot,半導体検査装置(EUV),半導体,1.269,-0.05,14431204000,11372658000,2.076,2.085,-0.010,41290.0,-4.04
6227.T,ＡＩメカテック(株),hot,,不明,1.268,-0.11,982123000,774280000,0.141,0.136,+0.006,6990.0,+20.31
6762.T,ＴＤＫ,leader,電気機器,電気機器,1.268,0.17,3028239850,2388950800,0.436,0.384,+0.052,2924.5,-11.51
8020.T,兼松,core,卸売業,卸売業,1.265,0.26,72409650,57235350,0.010,0.009,+0.002,2055.5,-1.39
9008.T,京王電鉄,leader,陸運業,陸運業,1.264,0.16,106528750,84280520,0.015,0.013,+0.002,787.5,+3.97
4204.T,積水化学工業,core,化学,化学,1.263,0.29,294637450,233198475,0.042,0.036,+0.006,2648.0,+0.23
5233.T,太平洋セメント,leader,ガラス・土石製品,ガラス・土石製品,1.261,0.18,123090800,97593600,0.018,0.015,+0.002,3903.0,-3.65
8113.T,ユニ・チャーム,core,化学,化学,1.260,0.27,224435939,178086170,0.032,0.027,+0.005,973.6,-0.97
9020.T,東日本旅客鉄道,leader,陸運業,陸運業,1.259,0.19,562885600,447095900,0.081,0.070,+0.011,3594.0,+0.59
4911.T,資生堂,leader,化学,化学,1.257,0.18,610041900,485255125,0.088,0.076,+0.011,3039.0,+10.03
6457.T,グローリー,core,機械,機械,1.257,0.16,46034800,36618400,0.007,0.006,+0.001,4118.0,-1.58
3116.T,トヨタ紡織,core,輸送用機器,輸送用機器,1.252,-0.12,89679200,71636150,0.013,0.014,-0.001,2196.5,-1.59
7719.T,(株)東京衡機,hot,,不明,1.243,-0.30,10001800,8043600,0.001,0.004,-0.002,447.0,+4.68
2267.T,ヤクルト本社,core,食料品,食料品,1.241,-0.16,174975550,140988350,0.025,0.028,-0.003,2827.5,-2.48
4568.T,第一三共,leader,医薬品,医薬品,1.241,0.15,852940000,687518750,0.123,0.109,+0.014,2768.5,+0.49
1812.T,鹿島建設,leader,建設業,建設業,1.240,0.31,538746800,434438500,0.077,0.066,+0.012,5462.0,-8.20
3861.T,王子ホールディングス,leader,パルプ・紙,パルプ・紙,1.240,0.16,140750130,113533220,0.020,0.018,+0.002,836.6,+0.78
4118.T,カネカ,core,化学,化学,1.236,0.12,70571400,57076550,0.010,0.009,+0.001,5566.0,-1.63
2802.T,味の素,leader,食料品,食料品,1.234,0.23,1321464500,1071024250,0.190,0.164,+0.026,5138.0,-11.29
6544.T,ジャパンエレベーターサービスホールディングス,core,サービス業,サービス業,1.233,-0.02,47269950,38352200,0.007,0.007,+0.000,1695.0,-9.16
7167.T,めぶきフィナンシャルグループ,core,銀行業,銀行業,1.228,0.31,349949500,284982400,0.050,0.043,+0.007,1415.5,-8.08
5101.T,横浜ゴム,leader,ゴム製品,ゴム製品,1.220,0.17,485747600,398182150,0.070,0.061,+0.009,7434.0,-4.42
6503.T,三菱電機,leader,電気機器,電気機器,1.219,0.24,1858137400,1524749400,0.267,0.229,+0.038,5334.0,-8.18
5631.T,日本製鋼所,leader,機械,機械,1.219,0.03,595739800,488875800,0.086,0.081,+0.005,7273.0,-12.50
4528.T,小野薬品工業,core,医薬品,医薬品,1.218,0.46,195337950,160392225,0.028,0.023,+0.005,2411.5,-2.01
2587.T,サントリービバレッジ＆フード,core,食料品,食料品,1.217,-0.03,229882500,188874150,0.033,0.033,+0.001,4679.0,-0.19
4684.T,オービック,core,情報・通信業,情報・通信業,1.215,0.04,411125100,338449250,0.059,0.055,+0.004,4255.0,+3.03
8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,leader,保険業,保険業,1.211,-0.05,1063150000,878101700,0.153,0.151,+0.002,4481.0,-0.80
8411.T,みずほフィナンシャルG,leader,銀行,銀行業,1.207,-0.08,4526621200,3751833500,0.651,0.655,-0.003,7916.0,-3.65
4403.T,日油,core,化学,化学,1.206,0.16,93760200,77725650,0.013,0.012,+0.002,2694.0,-4.92
9468.T,ＫＡＤＯＫＡＷＡ,core,情報・通信業,情報・通信業,1.206,0.17,121088200,100445850,0.017,0.015,+0.002,3619.0,-5.14
8410.T,セブン銀行,core,銀行業,銀行業,1.205,-0.15,100087170,83070961,0.014,0.016,-0.001,302.0,+3.42
7272.T,ヤマハ発動機,leader,輸送用機器,輸送用機器,1.204,0.13,361029450,299834175,0.052,0.047,+0.005,1257.5,-1.14
6724.T,セイコーエプソン,leader,電気機器,電気機器,1.204,0.08,268287700,222866475,0.039,0.035,+0.003,2793.0,-1.13
8242.T,エイチ・ツー・オー　リテイリング,core,小売業,小売業,1.197,0.05,62916200,52563000,0.009,0.008,+0.001,2830.5,-0.68
6971.T,京セラ,leader,電気機器,電気機器,1.196,0.20,1195306700,999005650,0.172,0.151,+0.021,3541.0,-5.12
7267.T,ホンダ,leader,自動車,輸送用機器,1.196,-0.00,1225987550,1025425275,0.176,0.169,+0.007,1525.5,-1.45
7616.T,コロワイド,core,小売業,小売業,1.195,-0.17,51561600,43139025,0.007,0.009,-0.001,1981.0,+5.74
9503.T,関西電力,leader,電気・ガス業,電気・ガス業,1.194,0.17,393377850,329574075,0.057,0.050,+0.006,2270.0,-0.72
2501.T,サッポロホールディングス,leader,食料品,食料品,1.184,0.14,154321650,130315525,0.022,0.020,+0.002,2033.0,-0.42
6098.T,リクルートホールディングス,leader,人材・HRテック,サービス業,1.183,0.04,2480175500,2097320750,0.357,0.334,+0.023,12675.0,+3.05
6740.T,(株)ジャパンディスプレイ,hot,,不明,1.181,-0.46,45428400,38467100,0.007,0.015,-0.008,46.0,-13.21
8001.T,伊藤忠商事,leader,総合商社,卸売業,1.180,0.15,1377750400,1167665925,0.198,0.178,+0.020,1888.0,-0.08
5929.T,三和ホールディングス,core,金属製品,金属製品,1.180,0.01,85558700,72529500,0.012,0.012,+0.001,3753.0,-2.24
8377.T,ほくほくフィナンシャルグループ,core,銀行業,銀行業,1.179,-0.08,218813100,185514500,0.031,0.032,-0.001,6946.0,-6.83
7186.T,横浜フィナンシャルグループ,leader,銀行業,銀行業,1.179,-0.05,354796900,300925225,0.051,0.050,+0.001,1783.5,-6.67
7011.T,三菱重工業,hot,重工・防衛,機械,1.179,-0.15,3993776900,3388211650,0.574,0.611,-0.037,3672.0,-7.46
2784.T,アルフレッサ　ホールディングス,core,卸売業,卸売業,1.176,-0.05,64898400,55166575,0.009,0.009,+0.000,2309.0,+3.96
6301.T,コマツ,leader,建設機械,機械,1.176,-0.00,1030457200,876174550,0.148,0.142,+0.006,6217.0,-5.86
4061.T,デンカ,leader,化学,化学,1.175,0.21,176954000,150547650,0.025,0.022,+0.003,3546.0,-11.86
6305.T,日立建機,leader,機械,機械,1.175,0.15,214128700,182276200,0.031,0.027,+0.003,5066.0,-5.29
7282.T,豊田合成,core,輸送用機器,輸送用機器,1.174,0.12,146869500,125076450,0.021,0.019,+0.002,4868.0,-5.79
6702.T,富士通,leader,電気機器,電気機器,1.172,-0.00,1334431000,1138518350,0.192,0.184,+0.008,3295.0,-4.16
2768.T,双日,leader,卸売業,卸売業,1.172,-0.02,400937500,342206300,0.058,0.056,+0.002,5019.0,-4.51
9843.T,ニトリホールディングス,leader,小売業,小売業,1.168,-0.06,386540700,330853725,0.056,0.055,+0.000,2452.5,+1.34
7004.T,カナデビア,leader,機械,機械,1.168,-0.09,56014600,47951100,0.008,0.008,-0.000,1163.0,-12.09
2809.T,キユーピー,core,食料品,食料品,1.167,-0.16,157948100,135333550,0.023,0.025,-0.002,4618.0,+2.26
2206.T,江崎グリコ,core,食料品,食料品,1.166,0.15,98387100,84403850,0.014,0.013,+0.002,5148.0,-3.94
3635.T,コーエーテクモホールディングス,core,情報・通信業,情報・通信業,1.165,0.11,100335300,86113450,0.014,0.013,+0.001,1573.0,-2.39
4114.T,日本触媒,core,化学,化学,1.158,-0.01,68498900,59132325,0.010,0.009,+0.000,2071.0,-1.59
8303.T,ＳＢＩ新生銀行,core,銀行業,銀行業,1.158,-0.16,272500350,235271925,0.039,0.042,-0.003,1403.5,-6.31
4536.T,参天製薬,core,医薬品,医薬品,1.158,0.23,152507500,131707000,0.022,0.019,+0.003,2028.0,-8.81
6361.T,荏原製作所,leader,機械,機械,1.158,0.11,1388515300,1199226550,0.200,0.180,+0.019,5333.0,-6.99
1721.T,コムシスホールディングス,leader,建設業,建設業,1.157,0.02,179593500,155171550,0.026,0.024,+0.001,5116.0,-4.87
2002.T,日清製粉グループ本社,leader,食料品,食料品,1.157,-0.02,66328800,57315175,0.010,0.009,+0.000,2048.0,+0.07
4324.T,電通グループ,leader,サービス業,サービス業,1.157,-0.15,198805700,171798200,0.029,0.031,-0.002,3500.0,+3.40
5076.T,インフロニア・ホールディングス,core,建設業,建設業,1.156,0.14,405158800,350456775,0.058,0.053,+0.006,2755.0,-0.45
4912.T,ライオン,core,化学,化学,1.155,-0.06,90112350,77993325,0.013,0.013,+0.000,1706.5,-1.47
3048.T,ビックカメラ,core,小売業,小売業,1.154,-0.14,64630150,56003350,0.009,0.011,-0.001,1653.5,-0.78
5332.T,ＴＯＴＯ,leader,ガラス・土石製品,ガラス・土石製品,1.151,0.02,658892500,572216400,0.095,0.090,+0.005,7366.0,-9.20
6952.T,カシオ計算機,core,電気機器,電気機器,1.151,0.24,103807400,90186825,0.015,0.013,+0.002,1780.0,-3.37
8309.T,三井住友トラストグループ,leader,銀行業,銀行業,1.149,0.03,844780200,735209850,0.122,0.115,+0.007,6420.0,-2.27
6723.T,ルネサスエレクトロニクス,hot,半導体(車載マイコン),半導体,1.147,-0.06,4508822600,3931953150,0.649,0.638,+0.010,3745.0,-17.51
9532.T,大阪瓦斯,leader,電気・ガス業,電気・ガス業,1.147,-0.08,166092800,144861400,0.024,0.024,-0.000,5326.0,-3.60
9934.T,因幡電機産業,core,卸売業,卸売業,1.146,0.04,26094550,22773325,0.004,0.004,+0.000,2721.5,-0.17
9735.T,セコム,leader,サービス業,サービス業,1.145,-0.00,400486500,349860900,0.058,0.055,+0.002,6706.0,-0.16
9434.T,ソフトバンク,leader,通信,情報・通信業,1.143,-0.03,1014233678,887076577,0.146,0.142,+0.004,219.5,+2.91
2327.T,日鉄ソリューションズ,core,情報・通信業,情報・通信業,1.143,-0.05,49208400,43040200,0.007,0.007,+0.000,3843.0,+0.81
6471.T,日本精工,leader,機械,機械,1.142,0.03,126417400,110721000,0.018,0.017,+0.001,1082.0,-6.08
6504.T,富士電機,leader,電気機器,電気機器,1.141,0.02,684813500,600399500,0.098,0.093,+0.005,11985.0,-7.31
6269.T,三井海洋開発,core,機械,機械,1.140,-0.18,266530700,233860000,0.038,0.041,-0.003,9405.0,-9.91
7180.T,九州フィナンシャルグループ,core,銀行業,銀行業,1.138,-0.20,110823800,97346175,0.016,0.018,-0.002,1479.0,-3.21
9766.T,コナミグループ,leader,情報・通信業,情報・通信業,1.136,-0.12,450615500,396842000,0.065,0.067,-0.003,18785.0,-2.01
3360.T,シップヘルスケアホールディングス,core,卸売業,卸売業,1.135,-0.01,25033450,22049525,0.004,0.003,+0.000,2336.5,+1.10
4681.T,リゾートトラスト,core,サービス業,サービス業,1.134,0.01,35051950,30913975,0.005,0.005,+0.000,1728.0,-3.81
3038.T,神戸物産,core,卸売業,卸売業,1.134,0.00,200651550,177007925,0.029,0.028,+0.001,2730.5,+0.07
6178.T,日本郵政,leader,サービス業,サービス業,1.132,0.15,765630000,676396150,0.110,0.099,+0.011,2318.5,-1.45
6367.T,ダイキン工業,leader,空調,機械,1.130,-0.17,1577273500,1396409750,0.227,0.248,-0.021,24455.0,-4.21
3088.T,マツキヨココカラ＆カンパニー,core,小売業,小売業,1.128,-0.11,217149500,192431650,0.031,0.032,-0.001,2517.5,+0.44
6436.T,アマノ,core,機械,機械,1.125,0.34,64717500,57510050,0.009,0.008,+0.001,3785.0,+0.48
7911.T,ＴＯＰＰＡＮホールディングス,leader,その他製品,その他製品,1.121,-0.08,438175000,390840500,0.063,0.063,-0.000,4513.0,-14.40
8233.T,高島屋,leader,小売業,小売業,1.119,-0.02,304125000,271867650,0.044,0.042,+0.002,2467.0,+8.65
9023.T,東京地下鉄,core,陸運業,陸運業,1.115,-0.11,172464450,154612700,0.025,0.025,-0.001,1469.0,-0.61
1944.T,きんでん,core,建設業,建設業,1.114,-0.12,226584200,203313200,0.033,0.034,-0.001,7043.0,-10.95
7003.T,三井Ｅ＆Ｓ,core,機械,機械,1.111,-0.06,607703700,546775200,0.087,0.087,+0.001,4417.0,-8.91
9984.T,ソフトバンクグループ,leader,投資持株・通信,情報・通信業,1.111,-0.13,23566990400,21221959800,3.390,3.491,-0.101,5365.0,-5.20
8331.T,千葉銀行,leader,銀行業,銀行業,1.110,-0.05,409958250,369184425,0.059,0.058,+0.001,2525.0,-8.75
3407.T,旭化成,leader,化学,化学,1.109,0.01,460242950,414908250,0.066,0.063,+0.003,1825.5,-1.46
1803.T,清水建設,leader,建設業,建設業,1.109,-0.13,347491850,313391575,0.050,0.052,-0.002,2406.5,-5.90
4902.T,コニカミノルタ,leader,電気機器,電気機器,1.108,-0.13,117267359,105826975,0.017,0.018,-0.001,611.7,+4.01
5214.T,日本電気硝子,leader,ガラス・土石製品,ガラス・土石製品,1.107,-0.02,213592000,192923250,0.031,0.030,+0.001,5486.0,-8.54
9302.T,三井倉庫ホールディングス,core,倉庫・運輸関連業,倉庫・運輸関連業,1.106,-0.06,30366900,27451150,0.004,0.004,+0.000,3578.0,+0.85
6632.T,ＪＶＣケンウッド,core,電気機器,電気機器,1.105,-0.02,60310000,54603600,0.009,0.008,+0.000,1125.5,-0.49
4307.T,野村総合研究所,leader,情報・通信業,情報・通信業,1.101,-0.10,703893500,639366800,0.101,0.102,-0.001,5092.0,-1.64
5201.T,ＡＧＣ,leader,ガラス・土石製品,ガラス・土石製品,1.098,-0.10,468765500,426812150,0.067,0.068,-0.001,6049.0,-6.38
268A.T,リガク・ホールディングス(株),hot,,不明,1.095,-0.21,526327700,480639550,0.076,0.084,-0.008,2230.0,+2.72
8601.T,大和証券グループ本社,leader,証券、商品先物取引業,証券、商品先物取引業,1.093,-0.15,445845400,407804875,0.064,0.066,-0.002,1761.0,+0.14
7259.T,アイシン,core,輸送用機器,輸送用機器,1.089,-0.22,176699800,162202275,0.025,0.028,-0.002,2242.0,-4.56
6113.T,アマダ,leader,機械,機械,1.089,-0.14,419322300,385114000,0.060,0.062,-0.002,2738.0,-8.37
7240.T,ＮＯＫ,core,輸送用機器,輸送用機器,1.089,-0.07,76595050,70348925,0.011,0.011,-0.000,2894.5,+0.47
5333.T,ＮＧＫ,leader,ガラス・土石製品,ガラス・土石製品,1.087,-0.10,777943400,715409450,0.112,0.112,-0.000,5919.0,-14.66
